id,title,content,tags
7120,Measuring angular displacement using TI-SensorTag,"I've looked around can't find answer, I hope simple question. I'm working TI-SensorTag, I want able measure rotation around unit's Z-axis. Basically I want attach tag clock pendulum, lie clock table tag clock face point up, measure angular displacement pendulum swings back forth. I'm hoping mental image translated well! My understanding I solve displacement multiplying gyroscope readings sampling period, I'm sure compensate drift. So questions are: approach sound, answer drift use changing x accelerations? Or would I need somehow incorporate magnetometer readings? Thanks!",sensors kinematics gyroscope
7121,iRobot Create 2: Angle Measurement,"I working trying get angle Create 2. I trying use angle heading, I eventually use control robot. I explain procedure highlight problem. I Create tethered computer. I reset Create sending Op code [7] using RealTerm. The output is: bl-start STR730 bootloader id: #x47175347 4C636FFF bootloader info rev: #xF000 bootloader rev: #x0001 2007-05-14-1715-L Roomba iRobot! str730 2012-03-22-1549-L battery-current-zero 252 (The firmware version somewhere here, I clue look for--let know see it!) I mark robot I know true angle change been. I send following codes [128 131 145 0x00 0x0B 0xFF 0xF5 142 6]. This code starts robot spinning slowly circle request sensor data sensors group Packet ID 2. The output Create seen RealTerm 0x000000000000, makes sense. I wait robot rotated known 360 degrees, I send [142 2] request angle difference. The output 0x00000000005B. The OI specs say angle measurement degrees turned since last time angle sent; converting 0x5B decimal 91, certainly 360 expected. What I wrong here? Is iRobot Create 2 angle measurement atrocious, scaling factor I unaware of? better ways get angle measurement?",irobot-create roomba
7124,"Using accelorometer gyroscope get velocity, spin & flightpath ball projectile motion","I'm working project make SmartBall detect velocity(km/h) , spin(degrees per second) flightpath(trajectory) ball using Intel Edison 9DOF block (LSM9DS0 : 3-axis accelerometer, 3-axis gyroscope, 3-axis magnetometer) & battery block, I'm reading values 9DOF block RTIMULib(Library IMU chips). I've working integrating acceleration data accelorometer get velocity get position, I know method really accurate integration error cumulate fast I rely calculations done short time (about 3 seconds) re-calculate beginning every kick error doesn't cumulate hardly, Also need acceptable accuracy high one. I discovered i'm dealing projectile motion(ball kicking), considering & searching projectile motion equations found must know initial velocity angle projection(theta) able get requirements. problem I don't know get , I tried different approaches like getting horizontal distance & getting height get resultant(using pythagoras) get angle(assuming it's right angle) small time beggining projection , still couldn't get height. The gyroscope outputs roll, pitch & yaw angles related sensor orientation i'm still using i'm assuming sensor fixed inside ball it's orientation projection angle.Now What I really want approach/idea get velocity & flightPath projectile using accelorometer gyroscope data. Hope I made clear , Any help get requirements really appreciated, Thanks much.",gyroscope
7125,keeping 2 motors common three circuits,"I beginner robotics I want create line follower+ obstacle avoider+ remote controlled robot I using drive differential algorithm I want keep 2 common motors three circuits, I got three circuits ready I want switch among 3 circuits wirelessly. Please tell solution.",motor wireless line-following circuit
7128,Determining robot's distance certain point robot's position constantly changing,I wondering I could determine robot's distance fixed point robot constantly changing positions. I keep encoders wheels also get data gyroscope accelerometer.,localization
7129,(Dynamixel) Inverse rotation direction,"I'm wondering there's feature ""flip"" rotation direction Dynamixel (I'm using MX-106). For example, I give +1.57 motor, interprets . And way around. I'm using ROS driver package doesn't seem explicitly claim there's feature this, although question user reported able source code. But I failed replicate. So I first wanted ask capability device since I don't know limitation comes Dynamixel device ROS driver. Thank you. (UPDATE) Usecase mine I multiple robots direction Dynamixel attached different per robot, ideally like flip motor's direction driver's level I keep using controller software.",servomotor dynamixel
7137,Understanding various attitude estimation methods,"I building quadcopter using Arduino Uno 6dof accelerometer gyro. I adding separate 3 axis magnetometer soon heading. I successfully implemented code reads data coming sensors prints out. I also checked bias averaging 100 measurements. My code calculates pitch accel pitch gyro respectively: pitchAccel = atan2((accelResult[1] - biasAccelY) / 256, (accelResult[2] - biasAccelZ) / 256)*180.0 / (PI); pitchGyro +=((gyroResult[0] - biasGyroX) / 14.375)*dt; I using complementary filter fuse two readings together like this: pitchComp = (0.98*pitchGyro) + (pitchAccel*0.02); I stuck proceed here. I using procedure roll, I readings pitch roll respective complementary filter outputs. I read lot articles DCM algorithm relates angles body reference frame earth reference frame. Should next step here? Taking pitch roll readings body reference frame transforming earth reference frame? Repeat entire procedure yaw using magnetometer? If yes, I go transformations? I understand math behind it, I hard time understanding actual implementation DCM algorithm code-wise. Any help appreciated!",arduino quadcopter accelerometer gyroscope
7138,Pins OpenROV control motors?,"I'm working ROV project, I find OpenROV ready use image BB want use instead making program, I already deployed image, I can't find three pins find send PWM signal ESC's? Please help.",mobile-robot beagle-bone
7139,Determining transfer function PTU visual tracking,"I PTU system whose transfer function I need determine. The unit receives velocity position, move towards position given velocity. What kind test would one perform determining transfer function... I know Matlab provides method. The problem, though, I bit confused kind test I perform, I use Matlab determine transfer function. The unit used Flir PTU D48E ---> More system The input system pixel displacement object center frame. The controller I using converts pixel distances angular distances multiplied gain $K_p$. This works fine. However, I can't seem prove works well, I mean, I know servo motors cannot modeled like that. The controller fed angular displacement position => added together give angular position I go to. The angular displacement used speed move with, since huge displacement gives huge velocity. By updating elements different frequency I'm able step velocity overshoot gets minimized. The problem is: I prove transfer function I found fits system, I tests somehow using function Matlab, I'm quite unsure that. I'm also bit unsure whether PTU already controller within it, since moves well, I mean, it's simple math, makes sense I'll convert like that.",control
7140,What difference SAM SLAM?,What difference Smoothing Mapping (SAM) Simultaneous Localization Mapping (SLAM)? These general approaches seem closely related. Can someone describe differences?,slam
7146,Estimating angular speed position control purpose,"I new robotics, however I designing PID control angular velocity (azimuth, elevation) couple Faulhaber motors. The input PID control actual angular velocity, observed though, since derived position motor time $t$. The PID sample period aprox. , whereas input data rate joystick aprox. 300 samples/s, corresponding sample period 3.33 ms. The joystick input gets transformed desired angle speed, PID control. I initially filtering position data using normal 2D linear Kalman Filter, angular velocity linear (by formula), hence I switched Extended Kalman filtering. My questions following: Is latter approach makes use EKF correct? Which parameters I check order properly set update rate PID loop? Thx advance!",pid ekf
7148,An easy way exert desired load motor shaft?,"I trying exert desired load 0.07 N.m BLDC motor shaft whose length 0.750in diameter 0.3125in (0.008m). I go machine shop get small adjustable cylindrical coupling made shaft. But I need exert close desired torque speed 2100 rpm (220 rad/s). I tried calculations, according formula Torque = speed * mass * (radius)^2 If I solve equation T = 0.07 N.m, speed = 220 rad/sec, radius = 0.004 m, I get around 20 kg mass, huge!!!. It mass motor. Can please suggest convenient way load motor. Thank you.",motor brushless-motor
7153,Is possible A/V feed serial communication RF transceiver time Arduino?,"Is possible transmit live audio/video feed time, receive commands UART using 1 RF transceiver connected Arduino board? I want control Arduino serial communication (UART) accomplished using RF connection control remote. I also want transmit live audio video feed Arduino using RF transceiver. Is possible? I found AVCTP, I'm sure enables serial communication. Also, I don't like use Bluetooth reasons. Thanks advance!",arduino microcontroller radio-control serial communication
7156,STM32F3 timers & computing,"I STM32F3 discovery board. I want go next step I want try use timers configurations. How I calculate variables (such prescaler, period)? I looked datasheets, manuals didn't find anything describe values - Input capture mode, OP, PWM, etc. I think prescaler downgrading frequency 1-65575. So I fcpu=72MHz want generate signal frequency=40kHz, I supposed do: 72MHz/40kHz=1800? Now I subtract prescaler -1?",microcontroller
7158,C++ Create 2,I trying use C++ talk Create 2 robot. Does anyone basic code write/read Create 2 using C++ C? I trouble converting Create 2 commands (like ) one char.,irobot-create c c++
7159,Do structured light camera sensors work outdoors?,"Do structured light camera sensors like structure.io, Intel RealSense Microsoft Kinect work outdoors? I read sensors wont work outdoors ambient IR light. Can someone provide proper references/tests? I mean degree IR illumination needed sensor stop working etc. There videos YouTube show Microsoft Kinect working outdoors: Prairie Dog II: UGV Kinect Sensor Outside - limited outdoors range Outdoor Kinect Data Collection - heavy interference direct sunlight However, (not yet released) new Intel RealSence R200 specification says ""range 3-4 meters indoors, longer range outdoors"" older F200 says ""0.2 meters - 1.2 meters, indoors only"". I really interested seeing R200 really work outdoors.",kinect cameras
7161,ODroid XU3 speed issue image processing,"Currently working UAV using ODroid XU3 Lite center core running out-of-box SD card image Ubuntu. This (supposedly) upgrade previous XU running. We're using OpenCV functions HoughCircles, Lines, RGB color detection, searching shapes color blobs 3 different colors (white, Red, Green) competition. This running lag time little 2 seconds OpenCV playback frame output every second terminal that's off. The XU3 running even slower, though, despite better machine. What could I improve speed XU3 fitting power requirements? One thing I think issue could stock Ubuntu version bloated I've looking around images, I'd like avoid using Android.",computer-vision software uav c++ linux
7163,Hand Eye Calibration,"I'm trying use dual quaternion Hand Eye Calibration Algorithm Header Implementation, I'm getting values way off. I'm using robot arm optical tracker, aka camera, plus fiducial attached end effector. In case camera hand, instead sitting side looking arm. The transforms I are: Robot Base -> End Effector Optical Tracker Base -> Fiducial The transform I need is: Fiducial -> End Effector I'm moving arm series 36 points path (blue line), near point I'm taking position (xyz) orientation (angle axis theta magnitude) Camera->Fiducial Base->EndEffector, putting vectors required HandEyeCalibration Algorithm. I also make sure vary orientation +-30 degrees roll pitch yaw. I run estimateHandEyeScrew, I get following results, see position order magnitude. [-0.0583, 0.0387, -0.0373] Real [-0.185, -0.404, -0.59] Estimated HandEyeCalib Here full transforms debug output: Am I perhaps using wrong way? Is advice give?",robotic-arm stereo-vision calibration
7165,How implement PID control robotic arm?,"I'm wondering that, PID control linear control technique robot manipulator nonlinear system, possible apply PID control, case. I found paper named: PID control dynamics robotic arm manipulator two degrees freedom. slide share page, use PID control robotic arm, name approach? remove ambiguity PID linear control technique robot nonlinear system. Any suggestions?",control pid robotic-arm industrial-robot dynamics
7167,Is rubber/PVC coupling good enough small torque (0.1 N.m),"I working project involves speed regulation BLDC motor no-load load conditions. I wish use another machine operated generator, acting load motor, shown video. The coupling used motor/generator arrangement looks handmade rubber tube somethhing. I considering using alternative flexible coupling. Purchasing actual flexible coupling option me. Moreover, I need coupling urgent basis. My question is, arrangement (or something similar) used couple 15W motor similar rating machine, rated torque exceeding 0.1 N.m?",control brushless-motor
7175,Need suggestion microcontroller/processor language used project,I new robotics. I writing algorithm robot move around gather information surroundings process it. It also process audio-visual signals. I confusion micro-controller use would performance efficient consumes less power. The controller also capable communication wireless network (internet wi-fi) also support memory integration. Also I know program Java C. please suggest would best language use programming. Thanks. P.S. I would really like use microprocessor highly customizable. Please suggest best use,artificial-intelligence
7176,"Using 20 Servos once, raspberry pi","I recently asked review raspberry pi hat (from programming view) allow PWM control upto 16 servos, however I hoping use time work hexapod idea I thinking while, requires minimum 18 servo's, preferably 20 (camera/sensor pan tilt). My question is: What relatively cheap uncomplicated way extending control extra 4 servo's? It would appear servo controller hat/shiels arduino raspi upto 16 servos, extended buying another shield, options? Any advice subject would greatly appreciated, preferably dumbed bit, I don't know great deal micro controller hardware (more software guy)",raspberry-pi servomotor rcservo
7177,How test GAZEBO works properly. Save windows don't show component,"How I test whether gazebo installation works properly not? I'm trying ""save myworld"" ""save as"" options window shown.",gazebo
7178,Is ROS (Robot Operating System) mandatory?,Do build ROS robotic researchs/applications? What main advantage? When situations ROS mandatory?,ros
7181,"Is geometric inverse problem's solution ""continuous"" redundant robot?","Let's say redundant robot operationnal position $x$. Is set possible joint configuration ""continuous"", would mean possible explore possible configurations without moving end effector. Is way show true false? I using Kuka LBR robot 7 dof maybe specific answer one. I searching find result I gladly accept link answer may have.",control inverse-kinematics
7186,What would I need control DC servo using 4-20ma linear analog signal?,"I'm looking find way operate small servo using 4-20ma linear analog signal generated PLC industrial setting. The purpose allow automation task currently done manually turning adjusting potentiometer removable dial. Basically, I'm trying ghetto together oldschool Motor Operated Potentiometer (MOP) removed quickly easily without affecting operation original process. I've spent hours looking servo controllers/encoders capable this, I haven't able find any. Any way I could get pointed right direction would fantastic. Surely thing must exist! Thanks much!",rcservo
7188,Can Jacobian matrix used derive joint angles end-effector linear rotational velocity (without filter)?,"I 2-link, 2 degree freedom robotic arm, measures linear acceleration link(through accelerometer), rotational velocity joint (through gyroscope). I know using Jacobian matrix, I compute link velocity acceleration joint angles, inverse matrix I compute joint velocities joint angles link acceleration. However, I sure I compute joint angles using link linear rotational acceleration? I aware joint angle could estimated integrating joint velocities (and applying sort filter), algebraic way computed? It doesn't seem likely me.",robotic-arm accelerometer gyroscope jacobian
7189,create2 reading sensor date always work,"I noticed create2 always provide sensor data it's moving. Am I supposed stop robot, request sensor data start again? I missing something? seems work time I get data back. I trying make move one point another starting reading distance see far travels every .1 seconds sometimes I keeping getting data. I noticed using python C code well. I using USB port bit rate recommend (115200).",irobot-create
7190,Cheap efficient 3D sensor?,"I'm searching cheap (under 100$) efficient 3D sensor, detects obstacles moving objects, robot applications like quadrotor navigation, swarm robotics, etc. Can suggest sensor either commercial product ""do yourself"" project?",mobile-robot sensors swarm
7194,Beginner question software calculations,"I'm complete beginner robotics background programming... I started thinking robot project yesterday want order motors test with. I saw specs motors, torque etc, I think I remember enough physics high school simple calculations. For example, motor rotates arm, given torque length arm, much could lift? Also, doesn't lift straight up, angle, I could bit thinking tweak calculations bit... If would several joints attached other, calculations would complex, I could probably create program node.js, example, able experiment different values. However, I would assume kinds calculations would common designing robots. So I would assume already programs types calculations created. I don't know exactly I mean ""these types calculations"", I don't know yet I don't know, would like ask programs guys use making calculations design robots? Preferable open source...",robotic-arm mechanism software
7198,Dynamic model tank like robot,"I planning tank like robot hobby purpose. I control engineering background, however I never applied robotics. I would like test different control theory, namely MPC. I saw lot publications regarding kinematics inverse kinematics robot, however I wondering somebody point regarding dynamics modelling system,taking account forces, mass etc?",wheeled-robot
7199,Pole placement gains tuning,"given control system I found region complex space satisfies specifications, determining poles position 0.5 +- 0.2i. Now I want find gains fix desider pole (with matlab), I understand well it: anyone suggest example that, without matlab? Thanks Edit: first image sum blocks +-, ++",control pid tuning matlab
7203,Education sources robot building?,"I teach FTC robotics high school students, I'm proficient programmer teach coding fairly well, mechanical skills bit soft. I'm looking good sources students go gets little depth ""this gear, chain, gear ratio, etc.,"" maybe quite level building professional / industrial robots. I've used Vex Robotics Curriculum starting reference - - doesn't go advanced topics (for example, drive single gear / drive shaft multiple motors achieve power without gear lose speed.) Are good intermediate sources like this? Do I need bit bullet get college level mechanics text?",mechanism
7206,Building first quadcopter,"I trying build quadcopter scratch. I selected parts I idea whether quadcopter come together fly. I would appreciate feedback whether parts I selected compatible (UBEC, Motor). If not, I would appreciate suggestions. The frame quadcopter X configuration I making own. I expecting average weight quad around 800g. I hope motors prop combination hover well.",multi-rotor
7210,recommendation robot special education,"I saw video robot used special education children autism spectrum (). My son isn't autistic, Tourette Syndrome, ADHD, executive function problems, OCD. A robot could quite helpful him. Where I buy one? I don't need look like human being. It needs interactive reasonable cute. As son getting ready bed, needs someone talk steps, give positive feedback, ask questions like ""Okay, you're pajamas. Great! What else need get ready bed?"" And robot would mental list (preprogrammed) everything that's needed (brush teeth, wash face, put eczema ointment, put dirty clothes hamper). My son 12 would like get ready -- without Mama Papa -- gets sidetracked he's room own. The robot doesn't need able ""see"" brushing teeth. He needs able hear son saying, ""I brushed teeth."" Because two together decide made routine, call in, I'll check, we'll bedtime reading. That's example I mind. There situations I could imagine robot helpful him.",artificial-intelligence
7212,estimate transfer function stepper motor?,"I stepper motor internal controller. I would like determine both, don't know approach problem. system receives input velocity position, moves toward position using velocity. The input could also velocity. The plant Pan tilt unit, 2 stepper motors. I Tried ident got fit 5 %... My input noisy signal, output position writes out.",control
7215,Arduino-Create 2: Reading Sensor Values,"Over past weeks, I attempting interface iRobot Create 2 Arduino Uno. As yet, I unable read sensor values back Arduino. I describe hardware setup Arduino code, ask several questions; hopefully, answers questions helpful future work Create 2. Hardware: The iRobot Create 2 connected Arduino Uno according suggestions given iRobot. Instead diodes, DC buck converter used, transistor used software serial port used instead UART port. Software: The following code I implementing Arduino. The overall function stop spinning robot angle robot exceeds threshold. A software serial port used, runs default Create 2 Baud rate. Questions: Am I loading sensor values array correctly? This code works bump run program implemented, requires knowing one bit rather two bytes. How many bytes read serial connection time? A previous post (Help sending serial command Roomba) highlights one byte sent time. Does imply reverse true? If so, would solution use char array read values instead append two chars form signed int? Is serial communication synchronization problem? I assuming synchronization problem, possible bytes split nibble boundaries? This would present problem nibble datatype.",arduino irobot-create roomba
7216,What different ways control distance covered robot?,I want move robot certain distance say 1 meter. What different ways implement so? For example I measure circumference wheel assign time rotation move it. techniques achieve this?,wheeled-robot movement
7219,Issue multiple bytes Irobot Create 2,"I problems reading sensor information Irobot Create 2 sent email asking help Irobot staff. They super helpful gave answer(the next day!!!) helped push along project. I requesting data create2 print screen I could figure write code would read data. I started section code working (I trimmed code controlled functions): They told code actually working fine I trying print value sensor packet without parsing way. They recommended I change code program2 this: True: def toHexFromByte(val): return hex(ord(val))[2:}.rjust(2, '0').upper() x = connection.read() b x: print toHexFromByte(b) works beautifully prints screen bumper pressed wheel drops. My question deal responses longer one byte (ie Packet ID: 22 voltage)? When I try Packet ID: 22 prints screen sends high byte 3F low byte D7. I manually combine get 3FD7 convert decimal 16.343 Volts I would like figure way print screen voltage program me. Many sensors send data 2 bytes I need way make sure combined automatically. Robb",irobot-create python roomba
7221,What difference Positioning Localization Systems,I would like know differences Positioning Localization Systems. In review papers used interchangeably. Are same? For example: GPS(Global Positioning system): gives coordinates receiver SLAM(Simultaneous localization mapping): constructing updating map unknown environment Is difference : Positioning: gives information receiver coordinates.No information enviorement Localization: gives information receiver coordinates also enviorement. positioning subtopic localization,localization slam gps
7225,Robotic winch force sensor,"I requirement motor pulls piece rope rope taught. However I'm loss achieve this, I'm sure must've done I'm sure best describe way would get results. I wondered sensors pre-established methods sensing resistance motion electrical motors?",motor
7226,At frequency I input read values?,"I moment trying identify system using frequency sweep. I using Mathematica created frequency sweep such. The max frequency 10 Hz, I sample data using 1000 Hz. But rate I input system, rate I read it?",control
7227,Building micro cnc machine,"I building micro cnc machine, probably 2 cd roms x axis floppy drive z, 1 hard drive x, 1 cd drive 1 floppy z, I sure I wire work EMC2, linux cnc program works parrallel port. Do I connect steppers directly control drivers(the board I buy ebay right?) connect pc?Or I need interface board instead go driver parralel port? I also wondering people opt x/y bottom z top, put x/y/z stacked, could place upside top view?(I would might done accuracy,3 layers potential failure.",driver stepper-motor cnc
7229,iRobot Create 2: Encoder Counts,"This post follows earlier post (iRobot Create 2: Angle Measurement). I trying use wheel encoders calculate angle Create 2. I using Arduino Uno interface robot. I use following code obtain encoder values. A serial monitor used view encoder counts. The code prints encoder counts; however, wheels spun backwards, count increases never decrement. Tethered connection Create 2 using RealTerm exhibits behavior; suggests encoders keep track direction spin. Is true?",irobot-create roomba
7230,System identification physical system constrains,What kind input output test peformed physical system constraints identify transfer function. The system discussed pan/tilt unit.. The input receives either position velocity velocity..,input
7234,Are LiPo really 100 times energy dense model rockets?,"Lately I've interested comparing energy density model rocket engines lithium polymer batteries (attached motors propellers) propelling things upwards. To get feel this, I decided compare Estes C6-5 motor 3DR Iris + quadcopter. Estes C6-5 initial mass 25.8g, produces 10 N total impulse. So, ""Impulse density"" 10 N / 25.8g = 0.38 N g^-1. 3DR Iris+ weighs 1282g without battery. 3.5ah battery weighs 250g power hover 20 minutes (so 10.5a draw). Thrust produced hover Earth 9.8N kg^-1 * 1.532 kg = 14.7N. ""Impulse density"" 14.7N * 1200s / 250g = 70.6 N g^-1 . So, according math here, LiPo 0.38/70.6 = 186 times energy dense model rocket engine. Of course, model rocket engine lose 12.48g propellant end flight effectively little lighter, that's going affect things factor 100. Does seem right you? Am I missing anything?",quadcopter rocket lithium-polymer
7235,implement code inner outer PD controllers quadrotor position tracking,"The quadrotor system multi-ODEs equations. The linearized model usually used especially position tracking, therefore one determine desired x-y positions based roll pitch angles. As result, one nested loop inner outer controllers needed controlling quadrotor. For implementation, I put inside ode45 inner attitude controller? I'm asking I've read paper inner attitude controller must run faster (i.e. 1kHz) position controller (i.e. 100-200 Hz). In code, loops run 1kHz, therefore inside ode45 while-loop. Is correct position tracking? If not, I insert while-loop inside ode45 running inner loop? Could please suggest pseudocode position tracking? To thorough, dynamics equations nonlinear model quadrotor provided here, assume small angles, model reduced following equations $$ \begin{align} \ddot{x} &= \frac{U_{1}}{m} ( \theta \cos\psi + \phi \sin\psi) \\ \ddot{y} &= \frac{U_{1}}{m} ( \theta \sin\psi - \phi \cos\psi) \\ \ddot{z} &= \frac{U_{1}}{m} - g \\ \ddot{\phi} &= \frac{l}{I_{x}} U_{2} \\ \ddot{\theta} &= \frac{l}{I_{y}} U_{3} \\ \ddot{\psi} &= \frac{1}{I_{z}} U_{4} \\ \end{align} $$ The aforementioned equations linear. For position tracking, need control $x,y,$ $z$, therefore choose desired roll pitch (i.e. $\phi^{d} \ \text{and} \ \theta^{d}$) $$ \begin{align} \ddot{x}^{d} &= \frac{U_{1}}{m} ( \theta^{d} \cos\psi + \phi^{d} \sin\psi) \\ \ddot{y}^{d} &= \frac{U_{1}}{m} ( \theta^{d} \sin\psi - \phi^{d} \cos\psi) \\ \end{align} $$ Therefore, closed form desired angles obtained follows $$ \begin{bmatrix} \phi_{d} \\ \theta_{d} \end{bmatrix} = \begin{bmatrix} \sin\psi & \cos\psi \\ -\cos\psi & \sin\psi \end{bmatrix}^{-1} \left( \frac{m}{U_{1}}\right) \begin{bmatrix} \ddot{x}^{d} \\ \ddot{y}^{d} \end{bmatrix} $$ My desired trajectory shown The results And actual trajectory vs desired one My code experiment %% %######################( Position Controller )%%%%%%%%%%%%%%%%%%%%%%%%%%%%% clear all; clc; dt = 0.001; = 0; % initial values system x = 0; dx = 0; = 0; dy = 0; z = 0; dz = 0; Phi = 0; dPhi = 0; Theta = 0; dTheta = 0; Psi = pi/3; dPsi = 0; %System Parameters: = 0.75; % mass (Kg) L = 0.25; % arm length (m) Jx = 0.019688; % inertia seen rotation axis. (Kg.m^2) Jy = 0.019688; % inertia seen rotation axis. (Kg.m^2) Jz = 0.039380; % inertia seen rotation axis. (Kg.m^2) g = 9.81; % acceleration due gravity m/s^2 errorSumX = 0; errorSumY = 0; errorSumZ = 0; errorSumPhi = 0; errorSumTheta = 0; pose = load('xyTrajectory.txt'); DesiredX = pose(:,1); DesiredY = pose(:,2); DesiredZ = pose(:,3); dDesiredX = 0; dDesiredY = 0; dDesiredZ = 0; DesiredXpre = 0; DesiredYpre = 0; DesiredZpre = 0; dDesiredPhi = 0; dDesiredTheta = 0; DesiredPhipre = 0; DesiredThetapre = 0; = 1:6000 % torque input %&&&&&&&&&&&&( Ux )&&&&&&&&&&&&&&&&&& Kpx = 50; Kdx = 8; Kix = 0; Ux = Kpx*( DesiredX(i) - x ) + Kdx*( dDesiredX - dx ) + Kix*errorSumX; errorSumX = errorSumX + ( DesiredX(i) - x ); dDesiredX = ( DesiredX(i) - DesiredXpre ) / dt; DesiredXpre = DesiredX(i); %&&&&&&&&&&&&( Uy )&&&&&&&&&&&&&&&&&& Kpy = 100; Kdy = 10; Kiy = 0; Uy = Kpy*( DesiredY(i) - ) + Kdy*( dDesiredY - dy ) + Kiy*errorSumY; errorSumY = errorSumY + ( DesiredY(i) - ); dDesiredY = ( DesiredY(i) - DesiredYpre ) / dt; DesiredYpre = DesiredY(i); %&&&&&&&&&&&&( U1 )&&&&&&&&&&&&&&&&&& Kpz = 100; Kdz = 20; Kiz = 0; U1 = Kpz*( DesiredZ(i) - z ) + Kdz*( dDesiredZ - dz ) + Kiz*errorSumZ; errorSumZ = errorSumZ + ( DesiredZ(i) - z ); dDesiredZ = ( DesiredZ(i) - DesiredZpre ) / dt; DesiredZpre = DesiredZ(i); %####################################################################### %####################################################################### %####################################################################### % Desired Phi Theta R = [ sin(Psi),cos(Psi); -cos(Psi),sin(Psi)]; DAngles = R\( (m/U1)*[Ux; Uy]); %Wrap angles DesiredPhi = wrapToPi( DAngles(1) ) /2; DesiredTheta = wrapToPi( DAngles(2) ); %&&&&&&&&&&&&( U2 )&&&&&&&&&&&&&&&&&& KpP = 100; KdP = 10; KiP = 0; U2 = KpP*( DesiredPhi - Phi ) + KdP*( dDesiredPhi - dPhi ) + KiP*errorSumPhi; errorSumPhi = errorSumPhi + ( DesiredPhi - Phi ); dDesiredPhi = ( DesiredPhi - DesiredPhipre ) / dt; DesiredPhipre = DesiredPhi; %-------------------------------------- %&&&&&&&&&&&&( U3 )&&&&&&&&&&&&&&&&&& KpT = 100; KdT = 10; KiT = 0; U3 = KpT*( DesiredTheta - Theta ) + KdP*( dDesiredTheta - dTheta ) + KiT*errorSumTheta; errorSumTheta = errorSumTheta + ( DesiredTheta - Theta ); dDesiredTheta = ( DesiredTheta - DesiredThetapre ) / dt; DesiredThetapre = DesiredTheta; %-------------------------------------- %&&&&&&&&&&&&( U4 )&&&&&&&&&&&&&&&&&& KpS = 80; KdS = 20.0; KiS = 0.08; U4 = KpS*( 0 - Psi ) + KdS*( 0 - dPsi ); %###################( ODE Equations Quadrotor )################### %===================( X )===================== ddx = (U1/m)*( Theta*cos(Psi) + Phi*sin(Psi) ); dx = dx + ddx*dt; x = x + dx*dt; %===================( Y )===================== ddy = (U1/m)*( Theta*sin(Psi) - Phi*cos(Psi) ); dy = dy + ddy*dt; = + dy*dt; %===================( Z )===================== ddz = (U1/m) - g; dz = dz + ddz*dt; z = z + dz*dt; %===================( Phi )===================== ddPhi = ( L/Jx )*U2; dPhi = dPhi + ddPhi*dt; Phi = Phi + dPhi*dt; %===================( Theta )===================== ddTheta = ( L/Jy )*U3; dTheta = dTheta + ddTheta*dt; Theta = Theta + dTheta*dt; %===================( Psi )===================== ddPsi = (1/Jz)*U4; dPsi = dPsi + ddPsi*dt; Psi = Psi + dPsi*dt; %store erro ErrorX(i) = ( x - DesiredX(i) ); ErrorY(i) = ( - DesiredY(i) ); ErrorZ(i) = ( z - DesiredZ(i) ); % ErrorPhi(i) = ( Phi - pi/4 ); % ErrorTheta(i) = ( Theta - pi/4 ); ErrorPsi(i) = ( Psi - 0 ); X(i) = x; Y(i) = y; Z(i) = z; T(i) = t; % drawnow % plot3(DesiredX, DesiredY, DesiredZ, 'r') % hold % plot3(X, Y, Z, 'b') = + dt; end Figure1 = figure(1); set(Figure1,'defaulttextinterpreter','latex'); %set(Figure1,'units','normalized','outerposition',[0 0 1 1]); subplot(2,2,1) plot(T, ErrorX, 'LineWidth', 2) title('Error $x$-axis Position (m)') xlabel('time (sec)') ylabel('$x_{d}(t) - x(t)$', 'LineWidth', 2) subplot(2,2,2) plot(T, ErrorY, 'LineWidth', 2) title('Error $y$-axis Position (m)') xlabel('time (sec)') ylabel('$y_{d}(t) - y(t)$', 'LineWidth', 2) subplot(2,2,3) plot(T, ErrorZ, 'LineWidth', 2) title('Error $z$-axis Position (m)') xlabel('time (sec)') ylabel('$z_{d} - z(t)$', 'LineWidth', 2) subplot(2,2,4) plot(T, ErrorPsi, 'LineWidth', 2) title('Error $\psi$ (m)') xlabel('time (sec)') ylabel('$\psi_{d} - \psi(t)$','FontSize',12); grid Figure2 = figure(2); set(Figure2,'units','normalized','outerposition',[0 0 1 1]); figure(2) plot3(X,Y,Z, 'b') grid hold plot3(DesiredX, DesiredY, DesiredZ, 'r') pos = get(Figure2,'Position'); set(Figure2,'PaperPositionMode','Auto','PaperUnits','Inches','PaperSize',[pos(3),pos(4)]); print(Figure2,'output2','-dpdf','-r0'); legend('actual', 'desired') The code desired trajectory clear all; clc; fileID = fopen('xyTrajectory.txt','w'); angle = -pi; radius = 5; z = 0; = 0; = 1:6000 ( z < 2 ) z = z + 0.1; x = 0; = 0; end ( z >= 2 ) angle = angle + 0.1; angle = wrapToPi(angle); x = radius * cos(angle); = radius * sin(angle); z = 2; end X(i) = x; Y(i) = y; Z(i) = z; fprintf(fileID,'%f \t %f \t %f\n',x, y, z); end fclose(fileID); plot3(X,Y,Z) grid",quadcopter matlab microcontroller
7242,Underwater ROV Variable Ballast,How would guys recommend making variable ballast system underwater robot? I thinking problem earlier I trying figure way make one didn't require tank compressed air.,underwater
